repository_name,repository_url,file_path,line_number,code_snippet,explanation
open-speech/tf_kaldi_io,https://github.com/open-speech/tf_kaldi_io,tf_kaldi_io/__init__.py,62,"os.environ[""LD_LIBRARY_PATH""] = lib_dir + "":"" + old_ld_library_path",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
gy20073/BDD_Driving_Model,https://github.com/gy20073/BDD_Driving_Model,train.py,631,"os.environ[""LD_LIBRARY_PATH""] = """"",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
OPTML-Group/Unlearn-Saliency,https://github.com/OPTML-Group/Unlearn-Saliency,DDPM/evaluator.py,10,"] = f""{cuda_path}/lib64:{os.environ.get('LD_LIBRARY_PATH', '')}""",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
susurrant/rs-img-classification,https://github.com/susurrant/rs-img-classification,src/unet_1024.py,9,os.environ['LD_LIBRARY_PATH']='/usr/local/cuda-8.0/lib64',Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
K1nght/Unified-Unlearning-w-Remain-Geometry,https://github.com/K1nght/Unified-Unlearning-w-Remain-Geometry,DDPM/evaluator.py,10,"] = f""{cuda_path}/lib64:{os.environ.get('LD_LIBRARY_PATH', '')}""",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
mlcommons/training_results_v1.0,https://github.com/mlcommons/training_results_v1.0,Habana/benchmarks/bert/implementations/bert-tf-sys-420gh-tngr/TensorFlow/common/library_loader.py,60,"locations += os.environ.get(""LD_LIBRARY_PATH"").split("":"")",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
mlcommons/training_results_v1.0,https://github.com/mlcommons/training_results_v1.0,Habana/benchmarks/resnet/implementations/resnet-tf-sys-420gh-tngr/TensorFlow/common/library_loader.py,60,"locations += os.environ.get(""LD_LIBRARY_PATH"").split("":"")",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,optimization/nebullvm/nebullvm/operations/inference_learners/onnx.py,117,"and os.environ.get(""LD_LIBRARY_PATH"", False)",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
dreasysnail/CoCon,https://github.com/dreasysnail/CoCon,interpolation.py,82,os.environ['CUDA_VISIBLE_DEVICES'] = str(GPUID),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZerojumpLine/OverfittingUnderClassImbalance,https://github.com/ZerojumpLine/OverfittingUnderClassImbalance,DeepMedic/deepMedicRun,99,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZerojumpLine/OverfittingUnderClassImbalance,https://github.com/ZerojumpLine/OverfittingUnderClassImbalance,DeepMedic/deepMedicRun,104,"os.environ[""CUDA_VISIBLE_DEVICES""] = dev_string[ len(ARG_GPU_PROC) : ]",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pointblank-club/edgeFlow,https://github.com/pointblank-club/edgeFlow,src/edgeflow/deployment/deployment_packager.py,308,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
es6rc/VNwithSemanticMap,https://github.com/es6rc/VNwithSemanticMap,tf_code/nav_agent_release.py,30,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
es6rc/VNwithSemanticMap,https://github.com/es6rc/VNwithSemanticMap,tf_code/nav_agent_release.py,31,"os.environ['LD_LIBRARY_PATH'] = ""/usr/local/cuda-9.0/lib64:/usr/local/cuda-9.0/include""",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
1minds3t/omnipkg,https://github.com/1minds3t/omnipkg,src/omnipkg/isolation/worker_daemon.py,867,"current_ld = os.environ.get('LD_LIBRARY_PATH', '')",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
1minds3t/omnipkg,https://github.com/1minds3t/omnipkg,src/omnipkg/isolation/worker_daemon.py,871,os.environ['LD_LIBRARY_PATH'] = new_ld,Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
pierrebaque/GeometricConvolutionsBench,https://github.com/pierrebaque/GeometricConvolutionsBench,BenchmarkStandardConvolution.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chineseocr/chineseocr,https://github.com/chineseocr/chineseocr,app.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(GPUID)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chineseocr/chineseocr,https://github.com/chineseocr/chineseocr,app.py,36,"os.environ[""CUDA_VISIBLE_DEVICES""] = ''",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
weizhepei/CasRel,https://github.com/weizhepei/CasRel,run.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
610265158/face_landmark,https://github.com/610265158/face_landmark,vis.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CompVis/unsupervised-disentangling,https://github.com/CompVis/unsupervised-disentangling,main.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(arg.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ppocma/ppocma,https://github.com/ppocma/ppocma,MLP.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1"" #disable Tensorflow GPU usage, these simple graphs run faster on CPU",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yn-sun/evocnn,https://github.com/yn-sun/evocnn,rot.py,100,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YeongHyeon/SKNet-TF2,https://github.com/YeongHyeon/SKNet-TF2,run.py,3,"os.environ[""CUDA_VISIBLE_DEVICES""]='0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
naiyeleo/ABS,https://github.com/naiyeleo/ABS,abs.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = config[""gpu_id""]",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
thanosvlo/MARL-for-Anatomical-Landmark-Detection,https://github.com/thanosvlo/MARL-for-Anatomical-Landmark-Detection,DQN.py,260,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xtudbxk/SEC-tensorflow,https://github.com/xtudbxk/SEC-tensorflow,SEC.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""] = sys.argv[1]",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cndn/intelligent-code-completion,https://github.com/cndn/intelligent-code-completion,raw_data/46375_gpu.py,29,"env = os.environ.get('CUDA_VISIBLE_DEVICES', None)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
holyseven/PSPNet-TF-Reproduce,https://github.com/holyseven/PSPNet-TF-Reproduce,run.py,295,"os.environ[""CUDA_VISIBLE_DEVICES""] = FLAGS.visible_gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zjunet/HEBR,https://github.com/zjunet/HEBR,run.py,110,"os.environ[""CUDA_VISIBLE_DEVICES""] = configs.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wencolani/IterE,https://github.com/wencolani/IterE,main.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SeraFxy/ziti,https://github.com/SeraFxy/ziti,run.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""  # 不使用GPU",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YeongHyeon/PIPGCN-TF2,https://github.com/YeongHyeon/PIPGCN-TF2,run.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""]=FLAGS.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ChuanMeng/RefNet,https://github.com/ChuanMeng/RefNet,run.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = config['gpu_device_id']",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,examples/vai_quantizer/tensorflow2x/candidate_layer_quantize.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZiyaoGeng/RecLearn,https://github.com/ZiyaoGeng/RecLearn,example/m_sasrec_demo.py,19,os.environ['CUDA_VISIBLE_DEVICES'] = '6',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gasparian/CRNN-OCR-lite,https://github.com/gasparian/CRNN-OCR-lite,train.py,111,"os.environ[""CUDA_VISIBLE_DEVICES""] = G",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Richardzhangxx/PET-CGDNN,https://github.com/Richardzhangxx/PET-CGDNN,Experiment on 2016a/main.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
vaghawan/airbus-ship-detection-using-keras-retinanet-maskrcnn,https://github.com/vaghawan/airbus-ship-detection-using-keras-retinanet-maskrcnn,keras_maskrcnn/bin/evaluate.py,112,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
uchicago-sandlab/naturalbackdoors,https://github.com/uchicago-sandlab/naturalbackdoors,utils/gen_util.py,43,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
uchicago-sandlab/naturalbackdoors,https://github.com/uchicago-sandlab/naturalbackdoors,utils/gen_util.py,50,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WANG-Chaoyue/EvolutionaryGAN-pytorch,https://github.com/WANG-Chaoyue/EvolutionaryGAN-pytorch,TTUR/fid.py,248,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DLTK/DLTK,https://github.com/DLTK/DLTK,examples/applications/MRBrainS13_tissue_segmentation/train.py,225,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.cuda_devices",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
reczoo/BARS,https://github.com/reczoo/BARS,matching/cf/ENMF/src/ENMF.py,344,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gechiru/RNPRF-RNDFF-RNPMF,https://github.com/gechiru/RNPRF-RNDFF-RNPMF,Houston_code/SSRN_Houston_LiDAR_EPLBP.py,12,os.environ['CUDA_VISIBLE_DEVICES']='0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zccoder/fashionAI,https://github.com/zccoder/fashionAI,round1/zc/Project/TRAIN/zc_Nasnet_width399.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0,9""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Di-Chai/GraphCNN-Bike,https://github.com/Di-Chai/GraphCNN-Bike,NYC/GraphFusionModel/GraphFusionModelV8.py,288,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ago109/predictive-forward-forward,https://github.com/ago109/predictive-forward-forward,src/sim_train.py,85,"os.environ[""CUDA_VISIBLE_DEVICES""]=""{0}"".format(mid)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ago109/predictive-forward-forward,https://github.com/ago109/predictive-forward-forward,src/sim_train.py,89,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
hugman/deep_learning,https://github.com/hugman/deep_learning,tutorial/tf_models/applications/named_entity_recognition/tf_train_exercise.py,229,os.environ['CUDA_VISIBLE_DEVICES'] = '-1'  # force to use cpu only (prediction),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MeatyPlus/Richardson-Lucy-Net,https://github.com/MeatyPlus/Richardson-Lucy-Net,RLN code/RLN-dual-averaged-input.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
shu-hai/SA_DNN,https://github.com/shu-hai/SA_DNN,aaaipapercodes/MNIST_DenseNet121_outlier.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2,3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Instance-Search/Instance-Search,https://github.com/Instance-Search/Instance-Search,instance_search/delg/delg_custom_inference.py,27,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpus),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
aaspip/txed,https://github.com/aaspip/txed,demos/EQCCT_S/EQCCT_S_Train.py,658,os.environ['CUDA_VISIBLE_DEVICES'] = '{}'.format(gpuid),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
borgwang/reinforce_py,https://github.com/borgwang/reinforce_py,algorithms/A3C/atari/train_A3C.py,123,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
panchengl/yolov3_prune,https://github.com/panchengl/yolov3_prune,kmeans_yolo_layer/all_prune_layer.py,275,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kbunal/AerialManipulatorDRL,https://github.com/kbunal/AerialManipulatorDRL,AerialManipulatorDRL/train/trainOnPolicies.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""] = """" # not use gpu since performance becomes worse",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wanggrun/Kalman-Normalization,https://github.com/wanggrun/Kalman-Normalization,KalmanNorm/cifar-bn-microbatch.py,159,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlessiaRuggeri30/epileptic-seizure-prediction,https://github.com/AlessiaRuggeri30/epileptic-seizure-prediction,classic_dl/convolutional/conv_prediction_final.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BrandyJer/Start-Tensorflow--,https://github.com/BrandyJer/Start-Tensorflow--,final_code/tf_video-diffmpeg.py,26,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LiuJieShane/UARA,https://github.com/LiuJieShane/UARA,multi_agent.py,4,os.environ['CUDA_VISIBLE_DEVICES']='',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CoderWangcai/DRL_Path_Planning,https://github.com/CoderWangcai/DRL_Path_Planning,src/tf_pkg/scripts/10_D3QN_PER_image_add_sensor_empty_world_30m.py,32,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'  # 默认显卡0",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,src/vai_quantizer/vai_q_tensorflow2.x/tensorflow_model_optimization/python/core/quantization/keras/vitis/vai_q_tensorflow/tools/show_pb_in_tensorboard.py,19,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
RoPGen/RoPGen,https://github.com/RoPGen/RoPGen,src/RoPGen-enabled DL-CAIS/code-imitator/src/PyProject/evaluations/learning/rnn_css/gradaug_train.py,259,"os.environ[""CUDA_VISIBLE_DEVICES""] = '1'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xytmhy/BoundaryAware-Fusion-CNN,https://github.com/xytmhy/BoundaryAware-Fusion-CNN,Fusion.py,8,os.environ['CUDA_VISIBLE_DEVICES']='0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
good4488/ZeoGAN,https://github.com/good4488/ZeoGAN,non-orthogonal/dataset.py,397,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
RDShi/voiceprint,https://github.com/RDShi/voiceprint,train_model.py,40,os.environ['CUDA_VISIBLE_DEVICES']= args.CUDA_VISIBLE_DEVICES,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
med-air/FL-COVID,https://github.com/med-air/FL-COVID,fl_covid/bin/train_fed.py,362,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SsGood/DBGAN,https://github.com/SsGood/DBGAN,DBGAN_cluster/clustering.py,7,"os.environ['CUDA_VISIBLE_DEVICES'] = ""0,1,2,3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yanx27/PointASNL,https://github.com/yanx27/PointASNL,ScanNet/train_scannet_grid.py,66,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(FLAGS.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
uuujf/SGDNoise,https://github.com/uuujf/SGDNoise,FashionMNIST/model.py,131,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
covao/TatamiRacer,https://github.com/covao/TatamiRacer,raspi/mycar/manage.py,206,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/Supported_Keras_Models/mea_column_model_training_customnormform.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
someonefighting/tf-kaldi-speaker-master,https://github.com/someonefighting/tf-kaldi-speaker-master,egs/voxceleb/v1/nnet/lib/train_multitask_ab.py,14,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
id-bioinfo/ARGnet,https://github.com/id-bioinfo/ARGnet,scripts/argnet_ssaa.py,8,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kuandeng/LightGCN,https://github.com/kuandeng/LightGCN,LightGCN.py,430,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpu_id)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,src/vai_quantizer/vai_q_tensorflow2.x/tensorflow_model_optimization/python/examples/quantization/keras/vitis/candidate_layer_quantize.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Di-Chai/GraphCNN-Bike,https://github.com/Di-Chai/GraphCNN-Bike,Chicago/GraphFusionModel/GraphFusionModelV8.py,288,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
someonefighting/tf-kaldi-speaker-master,https://github.com/someonefighting/tf-kaldi-speaker-master,egs/voxceleb/multitask/nnet/lib/train_multitask_ab.py,14,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
