repository_name,repository_url,file_path,line_number,code_snippet,explanation
JdeRobot/BehaviorMetrics,https://github.com/JdeRobot/BehaviorMetrics,behavior_metrics/brains/CARLA/tensorflow/brain_carla_bird_eye_deep_learning_broken_input.py,26,#os.environ['CUDA_VISIBLE_DEVICES'] = '-1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/contrib/cv/DMSP_ID1290_for_Tensorflow/src/demo_DMSP.py,49,"# os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
thomaskuestner/CNNArt,https://github.com/thomaskuestner/CNNArt,networks/multiclass/CNN3D/multiclass_3D_SE-DenseNet_BC.py,3,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fuliucansheng/360,https://github.com/fuliucansheng/360,train/word_char_hcnn.py,2,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ywz978020607/History,https://github.com/ywz978020607/History,cv研究生日常Lab/my_code/毕设/code_training_NP/main_train_FtFromStep1.py,142,#os.environ['CUDA_VISIBLE_DEVICES'] = GPU,COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lilei1129/xuelang_AI_round1andround2,https://github.com/lilei1129/xuelang_AI_round1andround2,复赛/other_codes/prediect_cut320.py,563,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
liuxinhai/FG3D-Net,https://github.com/liuxinhai/FG3D-Net,code/lib/fast_rcnn/train_airplane_bilinear_similarity_rnn_attention_v20.py,768,"# os.environ['CUDA_VISIBLE_DEVICES']='0,3'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
thomaskuestner/CNNArt,https://github.com/thomaskuestner/CNNArt,GUI/PyQt/networks/multiclass/SENets/multiclass_SE-ResNet-56.py,3,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
qitianwu/DANSER-WWW-19,https://github.com/qitianwu/DANSER-WWW-19,train.py,14,#os.environ['CUDA_VISIBLE_DEVICES'] = '-1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DebeshJha/ResUNetPlusPlus-with-CRF-and-TTA,https://github.com/DebeshJha/ResUNetPlusPlus-with-CRF-and-TTA,infer.py,4,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""0"";",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PacktPublishing/Mastering-Machine-Learning-Algorithms-Second-Edition,https://github.com/PacktPublishing/Mastering-Machine-Learning-Algorithms-Second-Edition,Chapter16/policy_gradient.py,11,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WangXiaoMingo/Time-Series-Predict,https://github.com/WangXiaoMingo/Time-Series-Predict,Mackey Glass Chaotic Time Series/Multi-TCN_LSATMA动态模型/Multi-TCN_LSATMA消融实验1/fuzzy fusion_alpha.py,36,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WangXiaoMingo/Time-Series-Predict,https://github.com/WangXiaoMingo/Time-Series-Predict,Mackey Glass Chaotic Time Series/Multi-TCN_LSATMA动态模型/Multi-TCN_LSATMA消融实验1/fuzzy fusion_alpha.py,37,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""/device:CPU:0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WangXiaoMingo/Time-Series-Predict,https://github.com/WangXiaoMingo/Time-Series-Predict,Mackey Glass Chaotic Time Series/Multi-TCN_LSATMA动态模型/Multi-TCN_LSATMA消融实验1/fuzzy fusion_alpha.py,38,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""/device:GPU:0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lyes-khacef/GPU-SOM,https://github.com/lyes-khacef/GPU-SOM,imports.py,11,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
torrvision/siamfc-tf,https://github.com/torrvision/siamfc-tf,src/tracker.py,18,# os.environ['CUDA_VISIBLE_DEVICES'] = '{}'.format(gpu_device),COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
abhineet123/animal_detection,https://github.com/abhineet123/animal_detection,labelling_tool/tracking/siamfc/src/tracker.py,18,# os.environ['CUDA_VISIBLE_DEVICES'] = '{}'.format(gpu_device),COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chunmeifeng/Dual-OctConv,https://github.com/chunmeifeng/Dual-OctConv,code/tester.py,173,"# os.environ[""CUDA_VISIBLE_DEVICES""]='5'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fkenghagho/RobotVQA,https://github.com/fkenghagho/RobotVQA,robotvqa_visualizer/nodes/TaskManager.py,61,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ranjanZ/Mophological-Opening-Closing-Net,https://github.com/ranjanZ/Mophological-Opening-Closing-Net,src_rain/gray/generator_gray.py,4,#os.environ['CUDA_VISIBLE_DEVICES'] = '0',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
decouples/Unet,https://github.com/decouples/Unet,unet.py,2,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SMorettini/CNNs-on-CHB-MIT,https://github.com/SMorettini/CNNs-on-CHB-MIT,CNN.py,6,"#os.environ[""CUDA_VISIBLE_DEVICES""] = """"",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Salyoneyu/LSTM_trajectory-prediction,https://github.com/Salyoneyu/LSTM_trajectory-prediction,lstm.py,14,# os.environ['CUDA_VISIBLE_DEVICES'] = '0',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
hallochen/Adversarial-Attack,https://github.com/hallochen/Adversarial-Attack,esim.py,2,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0, 1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
weifanyi515/HS2P,https://github.com/weifanyi515/HS2P,main.py,18,# os.environ['CUDA_VISIBLE_DEVICES'] = '1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
multidqn/deep-q-trading,https://github.com/multidqn/deep-q-trading,main.py,6,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""0"";",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
balwantraikekutte/focusnet-alpha,https://github.com/balwantraikekutte/focusnet-alpha,unet.py,1,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YijunBao/Shallow-UNet-Neuron-Segmentation_SUNS,https://github.com/YijunBao/Shallow-UNet-Neuron-Segmentation_SUNS,demo/else/demo_train_CNN_params_online.py,15,# os.environ['CUDA_VISIBLE_DEVICES'] = '0' # Set which GPU to use. '-1' uses only CPU.,COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yu-bo/stock,https://github.com/yu-bo/stock,trainning.py,25,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
demonzyj56/E3Outlier,https://github.com/demonzyj56/E3Outlier,outlier_experiments.py,441,"# os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_to_use",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pass-lin/bert4keras3,https://github.com/pass-lin/bert4keras3,examples/albert_extract_features.py,13,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ml-jku/bgnn,https://github.com/ml-jku/bgnn,bgnn/tf/ablations/processHopper1Ab2.py,35,#os.environ['CUDA_VISIBLE_DEVICES']='',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhoujunhao/RSA-Regression,https://github.com/zhoujunhao/RSA-Regression,model/RSA-Regression.py,4,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zetrun-liu/FCNs-for-road-extraction-keras,https://github.com/zetrun-liu/FCNs-for-road-extraction-keras,sub_predict.py,23,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
djib2011/high-res-mapping,https://github.com/djib2011/high-res-mapping,keras_contrib/datasets/coco.py,291,"# os.environ[""CUDA_VISIBLE_DEVICES""] = '1'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
prdwb/UserIntentPrediction,https://github.com/prdwb/UserIntentPrediction,neural_models/blstm_context.py,9,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
manishsoni1908/Mobilenet-ssd-keras,https://github.com/manishsoni1908/Mobilenet-ssd-keras,models/ssd_mobilenet_backup.py,18,"# os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Z-yq/TensorflowASR,https://github.com/Z-yq/TensorflowASR,train_asr.py,14,# os.environ['CUDA_VISIBLE_DEVICES'] = '-1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
robertklee/COCO-Human-Pose,https://github.com/robertklee/COCO-Human-Pose,train.py,23,"# os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpuID)",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AIshb/Graduation-Thesis-Experiment,https://github.com/AIshb/Graduation-Thesis-Experiment,src/tf_backend.py,9,# os.environ['CUDA_VISIBLE_DEVICES'] = '0',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gaozhen16/Source-Code-X.Ma,https://github.com/gaozhen16/Source-Code-X.Ma,TVT/matrix.py,11,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
daiszh/A-TVSNet,https://github.com/daiszh/A-TVSNet,atvsnet/example.py,23,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
percent4/bert_doc_binary_classification,https://github.com/percent4/bert_doc_binary_classification,model_train.py,8,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""4,5,6,7,8""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
qiuchili/qnn_torch,https://github.com/qiuchili/qnn_torch,sh/multi_search.py,51,"#        os.environ[""CUDA_VISIBLE_DEVICES""] = str(int(i%8))",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
freesunshine0316/semantic-nmt,https://github.com/freesunshine0316/semantic-nmt,dual_to_seq/G2S_trainer.py,321,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""2""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
safe-graph/DGFraud,https://github.com/safe-graph/DGFraud,algorithms/GAS/GAS_main.py,17,"# os.environ['CUDA_VISIBLE_DEVICES'] = '0,1'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TJU-DRL-LAB/Multiagent-RL,https://github.com/TJU-DRL-LAB/Multiagent-RL,scalability/hierarchical_marl/HD-MARL/exps/2a2d2t_room/MATC_IL_h.py,76,# os.environ['CUDA_VISIBLE_DEVICES'] = '1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TJU-DRL-LAB/Multiagent-RL,https://github.com/TJU-DRL-LAB/Multiagent-RL,scalability/hierarchical_marl/HD-MARL/exps/2a2d2t_room/MATC_IL_h.py,77,# os.environ['CUDA_VISIBLE_DEVICES'] = args.GPU_no,COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow2/built-in/recommendation/FFM_ID2632_for_TensorFlow2.X/train.py,150,# os.environ['CUDA_VISIBLE_DEVICES'] = '4',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Guo-Xiaoqing/Triple-ANet,https://github.com/Guo-Xiaoqing/Triple-ANet,Triple_ANet_train.py,292,"#os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/contrib/cv/InsightFace_TF/train_nets_mgpu_new.py,83,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ABaldrati/AugmentBrain,https://github.com/ABaldrati/AugmentBrain,src/training.py,18,# os.environ['CUDA_VISIBLE_DEVICES'] = '-1'  # shuts down GPU,COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JdeRobot/BehaviorMetrics,https://github.com/JdeRobot/BehaviorMetrics,behavior_metrics/brains/CARLA/tensorflow/brain_carla_bird_eye_deep_learning_tensor_rt.py,27,#os.environ['CUDA_VISIBLE_DEVICES'] = '-1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Lee-CBG/catELMo,https://github.com/Lee-CBG/catELMo,bap.py,37,"# os.environ[""CUDA_VISIBLE_DEVICES""]='0,1,2'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
farrell236/RATCHET,https://github.com/farrell236/RATCHET,train.py,5,# os.environ['CUDA_VISIBLE_DEVICES'] = '0',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
linkpark/pomdp-service-migration,https://github.com/linkpark/pomdp-service-migration,training_with_san_traces.py,20,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
linkpark/pomdp-service-migration,https://github.com/linkpark/pomdp-service-migration,training_dqn_with_san_traces.py,16,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
datamllab/AutoRec,https://github.com/datamllab/AutoRec,examples/rp_benchmark.py,8,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""5""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ttttong/BERT-BILSTM-GCN-CRF-for-NER,https://github.com/ttttong/BERT-BILSTM-GCN-CRF-for-NER,bert_ner.py,98,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
6G-Cloud-RnE-Open-Hub/open-cloud-semantic-ran,https://github.com/6G-Cloud-RnE-Open-Hub/open-cloud-semantic-ran,ontherole-semcomm/analysis/cossim.py,74,"# 	os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yongzhuo/Macadam,https://github.com/yongzhuo/Macadam,macadam/tc/t00_predict.py,14,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PureHing/face-mask-detection-tf2,https://github.com/PureHing/face-mask-detection-tf2,inference.py,157,# os.environ['CUDA_VISIBLE_DEVICES'] = '-1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MM-IR/rank4_NLP_textclassification,https://github.com/MM-IR/rank4_NLP_textclassification,textbigru/TextbiGRU_400.py,30,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
iglaweb/HippoYD,https://github.com/iglaweb/HippoYD,src/train_dnn_model.py,85,"# os.environ[""CUDA_VISIBLE_DEVICES""] = """"",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YoshidomeGroup-Hydration/gr-predictor,https://github.com/YoshidomeGroup-Hydration/gr-predictor,guv_prediction.py,3,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlirezaMorsali/MH-RELU-INR,https://github.com/AlirezaMorsali/MH-RELU-INR,run_comparison_experiments.py,22,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cpuimage/SINet,https://github.com/cpuimage/SINet,distributed_train.py,248,"# os.environ['CUDA_VISIBLE_DEVICES'] = '0,1'",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
jys5609/MC-LAVE-RL,https://github.com/jys5609/MC-LAVE-RL,src/policy.py,12,# os.environ['CUDA_VISIBLE_DEVICES'] = '-1',COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
umr-ds/ElasticHash,https://github.com/umr-ds/ElasticHash,model/prepare_model/export_model.py,3,"#os.environ[""CUDA_VISIBLE_DEVICES""] = "","".join(map(str, gpus))",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fsx950223/mobilenetv2-yolov3,https://github.com/fsx950223/mobilenetv2-yolov3,convert.py,16,"#os.environ[""CUDA_VISIBLE_DEVICES""] = """"",COMMENTED - Bad Code Hygiene: Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
