repository_name,repository_url,file_path,line_number,code_snippet,explanation
liusiyan/UQnet,https://github.com/liusiyan/UQnet,main_PI3NN.py,7,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
liusiyan/UQnet,https://github.com/liusiyan/UQnet,main_PI3NN.py,8,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
kenty-k/E-BSRD,https://github.com/kenty-k/E-BSRD,BSRD/evaluations/evaluator.py,27,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""4""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
kenty-k/E-BSRD,https://github.com/kenty-k/E-BSRD,BSRD/evaluations/evaluator.py,28,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""4""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/mm.py,6,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/mm.py,7,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/deformation_gradient_reo.py,3,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/deformation_gradient_reo.py,4,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/dti_reg.py,2,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/dti_reg.py,3,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/perfusion_run_nnl.py,4,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/perfusion_run_nnl.py,5,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/aslprep_perfusion_run_localint.py,4,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/aslprep_perfusion_run_localint.py,5,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/perfusion_ptbp.py,2,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/perfusion_ptbp.py,3,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/dwi_run_ptbp_scrub.py,4,"os.environ[""TF_NUM_INTEROP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ANTsX/ANTsPyMM,https://github.com/ANTsX/ANTsPyMM,docs/dwi_run_ptbp_scrub.py,5,"os.environ[""TF_NUM_INTRAOP_THREADS""] = ""8""","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
clayandthepotter/ai-gold-scalper,https://github.com/clayandthepotter/ai-gold-scalper,config/tensorflow_laptop_config.py,57,tf.config.threading.set_inter_op_parallelism_threads(6),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
clayandthepotter/ai-gold-scalper,https://github.com/clayandthepotter/ai-gold-scalper,config/tensorflow_laptop_config.py,58,tf.config.threading.set_intra_op_parallelism_threads(12),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
clayandthepotter/ai-gold-scalper,https://github.com/clayandthepotter/ai-gold-scalper,config/tensorflow_laptop_config.py,149,tf.config.threading.set_inter_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
clayandthepotter/ai-gold-scalper,https://github.com/clayandthepotter/ai-gold-scalper,config/tensorflow_laptop_config.py,154,tf.config.threading.set_inter_op_parallelism_threads(6),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
clayandthepotter/ai-gold-scalper,https://github.com/clayandthepotter/ai-gold-scalper,config/tensorflow_laptop_config.py,159,tf.config.threading.set_inter_op_parallelism_threads(4),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
lorserker/ben,https://github.com/lorserker/ben,scripts/training/bidding_info/binfo_nn_keras.py,30,tf.config.threading.set_intra_op_parallelism_threads(32),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
lorserker/ben,https://github.com/lorserker/ben,scripts/training/bidding_info/binfo_nn_keras.py,31,tf.config.threading.set_inter_op_parallelism_threads(32),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ianpdavies/cloudy_flood_prediction,https://github.com/ianpdavies/cloudy_flood_prediction,scripts/model_run/archived/model_run_v33.py,85,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
kxytechnologies/kxy-python,https://github.com/kxytechnologies/kxy-python,kxy/misc/tf/models.py,9,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
kxytechnologies/kxy-python,https://github.com/kxytechnologies/kxy-python,kxy/misc/tf/models.py,10,tf.config.threading.set_intra_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,ACL_TensorFlow/contrib/cv/BigbiGAN_ID1293_for_ACL/models/train.py,95,tf.config.threading.set_inter_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,ACL_TensorFlow/contrib/cv/BigbiGAN_ID1293_for_ACL/models/train.py,96,tf.config.threading.set_intra_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ianpdavies/cloudy_flood_prediction,https://github.com/ianpdavies/cloudy_flood_prediction,scripts/model_run/archived/model_run_v29.py,71,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ir-lab/LanguagePolicies,https://github.com/ir-lab/LanguagePolicies,utils/tf_util.py,25,tf.config.threading.set_intra_op_parallelism_threads(4),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ir-lab/LanguagePolicies,https://github.com/ir-lab/LanguagePolicies,utils/tf_util.py,28,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
maranemil/howto,https://github.com/maranemil/howto,fullstack/python/tensorflow/examples/tensorflow_keras_from_scratch.py,5,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
maranemil/howto,https://github.com/maranemil/howto,fullstack/python/tensorflow/examples/tensorflow_keras_from_scratch.py,6,tf.config.threading.set_intra_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
maranemil/howto,https://github.com/maranemil/howto,fullstack/python/tensorflow/examples/tensorflow_keras_from_scratch.py,227,tf.config.threading.set_intra_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
maranemil/howto,https://github.com/maranemil/howto,fullstack/python/tensorflow/examples/tensorflow_keras_from_scratch.py,228,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ianpdavies/cloudy_flood_prediction,https://github.com/ianpdavies/cloudy_flood_prediction,scripts/archived/concrete_dropout_classification.py,19,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
ShenLab/gMVP,https://github.com/ShenLab/gMVP,trainer/trainer_tfl.py,32,tf.config.threading.set_intra_op_parallelism_threads(60),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
ShenLab/gMVP,https://github.com/ShenLab/gMVP,trainer/trainer_tfl.py,33,tf.config.threading.set_inter_op_parallelism_threads(60),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
lmu-plai/xfl,https://github.com/lmu-plai/xfl,xfl/src/classes/dexter.py,695,tf.config.threading.set_inter_op_parallelism_threads    = 120,"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
baosws/DINE,https://github.com/baosws/DINE,src/methods/MIND.py,13,tf.config.threading.set_inter_op_parallelism_threads(2),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
baosws/DINE,https://github.com/baosws/DINE,src/methods/MIND.py,14,tf.config.threading.set_intra_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
PSUCyberSecurityLab/AIforCybersecurity,https://github.com/PSUCyberSecurityLab/AIforCybersecurity,Chapter5-DL-for-Detecting-DNS-Cache-Poisoning/train-classifiers.py,62,tf.config.threading.set_inter_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
PSUCyberSecurityLab/AIforCybersecurity,https://github.com/PSUCyberSecurityLab/AIforCybersecurity,Chapter5-DL-for-Detecting-DNS-Cache-Poisoning/train-classifiers.py,63,tf.config.threading.set_intra_op_parallelism_threads(8),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
lorserker/ben,https://github.com/lorserker/ben,scripts/training/bidding/bidding_nn_keras.py,27,tf.config.threading.set_intra_op_parallelism_threads(32),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
lorserker/ben,https://github.com/lorserker/ben,scripts/training/bidding/bidding_nn_keras.py,28,tf.config.threading.set_inter_op_parallelism_threads(32),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
wucng/TensorExpand,https://github.com/wucng/TensorExpand,TensorExpand/Object detection/RFCN/RFCN-tensorflow/main.py,131,with tf.Session(config=tf.ConfigProto(intra_op_parallelism_threads=8)) as sess:,"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
gasparian/CRNN-OCR-lite,https://github.com/gasparian/CRNN-OCR-lite,predict.py,89,"intra_op_parallelism_threads=4,\","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
gasparian/CRNN-OCR-lite,https://github.com/gasparian/CRNN-OCR-lite,predict.py,90,"inter_op_parallelism_threads=4,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
blaueck/tf-mtcnn,https://github.com/blaueck/tf-mtcnn,mtcnn.py,21,"intra_op_parallelism_threads=4,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
blaueck/tf-mtcnn,https://github.com/blaueck/tf-mtcnn,mtcnn.py,22,inter_op_parallelism_threads=4),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
Cyberheroess/Quze,https://github.com/Cyberheroess/Quze,CPU.py,15,tf.config.threading.set_intra_op_parallelism_threads(12),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
Cyberheroess/Quze,https://github.com/Cyberheroess/Quze,CPU.py,16,tf.config.threading.set_inter_op_parallelism_threads(12),"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
NickWilkinson37/voxseg,https://github.com/NickWilkinson37/voxseg,train.py,11,"session_conf = tf.compat.v1.ConfigProto(intra_op_parallelism_threads=10,inter_op_parallelism_threads=10)","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
QCmonk/Qmemristor,https://github.com/QCmonk/Qmemristor,main.py,31,"config = tf.compat.v1.ConfigProto(intra_op_parallelism_threads=12,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
QCmonk/Qmemristor,https://github.com/QCmonk/Qmemristor,main.py,32,"inter_op_parallelism_threads=12,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
iinc/acc,https://github.com/iinc/acc,cnn.py,91,"intra_op_parallelism_threads=3,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
iinc/acc,https://github.com/iinc/acc,cnn.py,92,"inter_op_parallelism_threads=3,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
flbrandh/MEC-Simulator,https://github.com/flbrandh/MEC-Simulator,main.py,29,"config = tf.ConfigProto(log_device_placement=True,intra_op_parallelism_threads = 8, inter_op_parallelism_threads = 1)","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
shtoshni/g2p,https://github.com/shtoshni/g2p,g2p.py,227,"tf.ConfigProto(intra_op_parallelism_threads=2,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
shtoshni/g2p,https://github.com/shtoshni/g2p,g2p.py,228,inter_op_parallelism_threads=2)) as sess:,"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
RobertCsordas/RFCN-tensorflow,https://github.com/RobertCsordas/RFCN-tensorflow,main.py,131,with tf.Session(config=tf.ConfigProto(intra_op_parallelism_threads=8)) as sess:,"Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
HumanCompatibleAI/atari-irl,https://github.com/HumanCompatibleAI/atari-irl,scripts/train_ae.py,35,"intra_op_parallelism_threads=8,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for intra-op parallelism. This controls how many threads work inside a single operation. If this number exceeds the available CPU cores, threads compete for resources causing overhead instead of speedup — like having more chefs than stoves in a kitchen."
HumanCompatibleAI/atari-irl,https://github.com/HumanCompatibleAI/atari-irl,scripts/train_ae.py,36,"inter_op_parallelism_threads=8,","Unnecessary Parallelism: A hardcoded thread value greater than 1 was set for inter-op parallelism. This controls how many operations run in parallel. If this number exceeds the available CPU cores, the system wastes time context-switching between threads instead of doing useful work — defeating the purpose of parallelism."
